date,price
2022-08-12,14127.878792226398
2022-08-13,14401.978167316403
2022-08-14,14411.362567487713
2022-08-15,14338.675241723036
2022-08-16,14252.244786099234
2022-08-17,14085.639541724342
2022-08-18,13790.556356468749
2022-08-19,13677.89912089241
2022-08-20,12384.572497842713
2022-08-21,12487.445169368111
2022-08-22,12756.329907902857
2022-08-23,12618.816161502082
2022-08-24,12720.877552338043
2022-08-25,12626.036439050878
2022-08-26,12743.531194915942
2022-08-27,11945.654152048135
2022-08-28,11832.135052130776
2022-08-29,11626.607005123615
2022-08-30,11992.618154114294
2022-08-31,11702.061078159551
2022-09-01,11808.540134092322
2022-09-02,11853.959365948942
2022-09-03,11768.056483430328
2022-09-04,11675.627960063926
2022-09-05,11790.60395246953
2022-09-06,11672.354111467193
2022-09-07,11129.39841222362
2022-09-08,11381.288963305107
2022-09-09,11397.780871967017
2022-09-10,12605.004222680425
2022-09-11,12811.52181233482
2022-09-12,12809.818396243067
2022-09-13,13177.463561729197
2022-09-14,11909.377398197379
2022-09-15,11958.733593904164
2022-09-16,11629.733336280753
2022-09-17,11647.723366015458
2022-09-18,11872.672434056962
2022-09-19,11469.83354273883
2022-09-20,11557.735216435443
2022-09-21,11132.689109804074
2022-09-22,10934.246760351652
2022-09-23,11459.682423455546
2022-09-24,11395.991570617813
2022-09-25,11172.912157316838
2022-09-26,11088.042718251769
2022-09-27,11324.718864002272
2022-09-28,11278.222553546299
2022-09-29,11494.303454367957
2022-09-30,11508.947539094293
2022-10-01,11484.721040777058
2022-10-02,11395.56093073842
2022-10-03,11182.598395181141
2022-10-04,11572.618272508504
2022-10-05,12020.403254422159
2022-10-06,11888.846463477834
2022-10-07,11764.979627129884
2022-10-08,11488.905098215946
2022-10-09,11458.54600641133
2022-10-10,11450.934339431766
2022-10-11,11294.856548545957
2022-10-12,11242.536782642514
2022-10-13,11298.591183952954
2022-10-14,11444.46900367137
2022-10-15,11306.725198144322
2022-10-16,11253.752960356629
2022-10-17,11369.953652299357
2022-10-18,11542.430585835993
2022-10-19,11407.549314834267
2022-10-20,11290.62574550274
2022-10-21,11228.060366107155
2022-10-22,11316.079186495572
2022-10-23,11330.374870878399
2022-10-24,11550.715581524457
2022-10-25,11403.463511987176
2022-10-26,11851.823838331968
2022-10-27,12277.52565580771
2022-10-28,11964.429525109104
2022-10-29,12149.198975679685
2022-10-30,12264.785149778096
2022-10-31,12156.95122459944
2022-11-01,12086.66771770933
2022-11-02,12087.614563086589
2022-11-03,11896.322123107051
2022-11-04,11916.330026093481
2022-11-05,12478.517841385774
2022-11-06,12556.174542943385
2022-11-07,12343.194744579105
2022-11-08,12143.673244802812
2022-11-09,10959.94632130753
2022-11-10,9271.165905318168
2022-11-11,10356.223661353091
2022-11-12,10038.070323690708
2022-11-13,9908.792347306298
2022-11-14,9633.551860474907
2022-11-15,9850.22392499965
2022-11-16,9962.047868668313
2022-11-17,9842.779147297679
2022-11-18,9843.962258037252
2022-11-19,9853.35939784954
2022-11-20,9861.686132835675
2022-11-21,9613.560958356577
2022-11-22,9329.902694507691
2022-11-23,9570.371015161683
2022-11-24,9781.003646865107
2022-11-25,9793.558843030252
2022-11-26,9765.238259747255
2022-11-27,9706.96251987109
2022-11-28,9706.286965098518
2022-11-29,9571.27694693269
2022-11-30,9705.432323896748
2022-12-01,10145.350770385521
2022-12-02,10010.549787207161
2022-12-03,10075.598576200762
2022-12-04,10019.386955095693
2022-12-05,10101.236033724654
2022-12-06,10010.608496216219
2022-12-07,10075.69494869887
2022-12-08,9947.89188855231
2022-12-09,10164.763056616479
2022-12-10,10121.256050784617
2022-12-11,10107.543373539405
2022-12-12,10087.630055592601
2022-12-13,10135.564058580057
2022-12-14,10486.532974987182
2022-12-15,10506.15844113055
2022-12-16,10229.192358175544
2022-12-17,9780.995027875004
2022-12-18,9896.113872819253
2022-12-19,9901.634554624561
2022-12-20,9693.432870079616
2022-12-21,9972.968943367941
2022-12-22,9918.95333582869
2022-12-23,9921.69365694092
2022-12-24,9905.848324937642
2022-12-25,9938.457419220384
2022-12-26,9931.454274487724
2022-12-27,9946.423665038632
2022-12-28,9852.084368350555
2022-12-29,9759.247924720392
2022-12-30,9816.922723458867
2022-12-31,9802.731082814127
2023-01-01,9754.10522471798
2023-01-02,9802.87872592472
2023-01-03,9856.150967169242
2023-01-04,9837.85593897634
2023-01-05,9942.561188267186
2023-01-06,9928.055741816379
2023-01-07,10005.848749062374
2023-01-08,10001.156089156098
2023-01-09,10063.595173961849
2023-01-10,10145.69614555404
2023-01-11,10284.191838781291
2023-01-12,10413.457659025727
2023-01-13,11135.347342687073
2023-01-14,11717.377557808051
2023-01-15,12409.547734730693
2023-01-16,12305.666682575727
2023-01-17,12496.588115951303
2023-01-18,12520.912763179807
2023-01-19,12223.76338021935
2023-01-20,12437.937833691145
2023-01-21,13389.16411554176
2023-01-22,13428.199505507322
2023-01-23,13423.608454748126
2023-01-24,13562.9710328396
2023-01-25,13340.79124319202
2023-01-26,13668.911177943388
2023-01-27,13586.103348819128
2023-01-28,13623.236944211023
2023-01-29,13581.495718586026
2023-01-30,14029.159228929166
2023-01-31,13464.553707138723
2023-02-01,13645.92464604189
2023-02-02,14002.725369392916
2023-02-03,13887.995044870406
2023-02-04,13826.201687485838
2023-02-05,13774.184293429904
2023-02-06,13544.364969031658
2023-02-07,13410.067039955667
2023-02-08,13742.363119653206
2023-02-09,13538.917531787149
2023-02-10,12876.164726042716
2023-02-11,12767.846609354836
2023-02-12,12915.828634420881
2023-02-13,12856.847087811922
2023-02-14,12867.139058657984
2023-02-15,13108.832651392224
2023-02-16,14334.956738840017
2023-02-17,14038.1060346398
2023-02-18,14535.87599481301
2023-02-19,14539.566600686934
2023-02-20,14348.054910511168
2023-02-21,14613.23703877449
2023-02-22,14392.461380491928
2023-02-23,14276.10207939386
2023-02-24,14122.924536389128
2023-02-25,13675.682140925399
2023-02-26,13660.658106359757
2023-02-27,13892.568196667158
2023-02-28,13882.880863103448
2023-03-01,13639.586742888536
2023-03-02,13941.643038758897
2023-03-03,13846.031220136529
2023-03-04,13202.355349373549
2023-03-05,14532.92902426422
2023-03-06,19050.66191545138
2023-03-07,19050.753749100586
2023-03-08,18838.681227051355
2023-03-09,18454.22806533777
2023-03-10,17298.59971760921
2023-03-11,17170.98405852367
2023-03-12,17385.22322426233
2023-03-13,18776.251306502665
2023-03-14,20539.446084431554
2023-03-15,21069.955635521645
2023-03-16,20819.8072886606
2023-03-17,21383.55286638579
2023-03-18,23331.973635335475
2023-03-19,23065.45547375404
2023-03-20,24102.778902452814
2023-03-21,23834.037888339873
2023-03-22,24020.550649352404
2023-03-23,23342.29566074464
2023-03-24,24186.55498513495
2023-03-25,23489.29874967202
2023-03-26,23392.422627932454
2023-03-27,23845.3638694377
2023-03-28,23113.74634958343
2023-03-29,23201.06778400934
2023-03-30,24132.148915085287
2023-03-31,23851.410519630605
2023-04-01,24252.004802937536
2023-04-02,24231.902729406334
2023-04-03,23947.08460491287
2023-04-04,23668.95144298791
2023-04-05,23900.33653255086
2023-04-06,23968.1573968073
2023-04-07,23842.44387821926
2023-04-08,23745.118836366706
2023-04-09,23780.73819834052
2023-04-10,24108.38681799807
2023-04-11,25224.67355248815
2023-04-12,25703.99892286164
2023-04-13,25427.492827793296
2023-04-14,18209.60225128914
2023-04-15,18291.10710434574
2023-04-16,18200.38692549138
2023-04-17,18178.79035867692
2023-04-18,17689.58481953862
2023-04-19,18230.26991846658
2023-04-20,17249.92424445726
2023-04-21,16951.1503542354
2023-04-22,16390.5674881533
2023-04-23,16724.88405546966
2023-04-24,16553.2813809165
2023-04-25,16505.54531583972
2023-04-26,17006.9924537355
2023-04-27,17006.14163747208
2023-04-28,17687.06062561344
2023-04-29,17610.11697573138
2023-04-30,17522.40133548726
2023-05-01,17632.44452314416
2023-05-02,16870.56875112576
2023-05-03,17203.6138594101
2023-05-04,17408.57111534256
2023-05-05,17311.26750479844
2023-05-06,17744.77015392054
2023-05-07,17344.91887655658
2023-05-08,17272.60111763028
2023-05-09,16609.95935519166
2023-05-10,16569.47820050046
2023-05-11,16575.1452550227
2023-05-12,16210.68797566392
2023-05-13,16048.36448060892
2023-05-14,16081.47457148976
2023-05-15,16146.10218994896
2023-05-16,16347.07838491098
2023-05-17,16216.94141163162
2023-05-18,16433.65317791394
2023-05-19,16109.37463144542
2023-05-20,16126.00457342304
2023-05-21,16255.20497088444
2023-05-22,16067.22498067458
2023-05-23,16119.66750296634
2023-05-24,16338.38888796252
2023-05-25,15809.86149726906
2023-05-26,15886.27872512862
2023-05-27,16031.66354731614
2023-05-28,16108.6979806206
2023-05-29,16862.86656794988
2023-05-30,16646.71960141908
2023-05-31,16640.36908469646
2023-06-01,16349.21345848164
2023-06-02,16088.03094546498
2023-06-03,16350.26712703038
2023-06-04,16252.54087934514
2023-06-05,16290.0311982603
2023-06-06,15486.17020367148
2023-06-07,16342.10205858642
2023-06-08,15804.54455762592
2023-06-09,15909.75799383678
2023-06-10,15872.53151702808
2023-06-11,5171.921289074043
2023-06-12,2588.705170820267
2023-06-13,1296.4754210774292
2023-06-14,1293.2270435302046
2023-06-15,1254.439243137262
2023-06-16,1277.309314129246
2023-06-17,1317.8562096588853
2023-06-18,264.9920760628219
2023-06-19,26.354432006867277
2023-06-20,14.943545179131991
2023-06-21,15.7899586939764
2023-06-22,16.794862443681993
2023-06-23,16.71022607704851
2023-06-24,17.103546046734955
2023-06-25,17.03929624715071
2023-06-26,17.001378235807387
2023-06-27,16.89187431078899
2023-06-28,17.11742141057978
2023-06-29,11.564038141280362
2023-06-30,11.136025446262037
2023-07-01,11.119936075271589
2023-07-02,10.954753030121822
2023-07-03,10.691291660059912
2023-07-04,10.814061199778392
2023-07-05,11.2871045281838
2023-07-06,11.228903298637038
2023-07-07,11.096790102833639
2023-07-08,11.115865902230873
2023-07-09,10.469145488043742
2023-07-10,10.423672773957323
2023-07-11,10.51176692345687
2023-07-12,10.440308015573532
2023-07-13,10.472478661078158
2023-07-14,10.719842019349963
2023-07-15,10.459076947855458
2023-07-16,10.396645261776328
2023-07-17,10.417408254778568
2023-07-18,10.466379478526955
2023-07-19,10.30015612147301
2023-07-20,10.40829532798512
2023-07-21,10.329404682652358
2023-07-22,10.327619770278702
2023-07-23,10.36309547957524
2023-07-24,10.381836421278663
2023-07-25,10.192944516433759
2023-07-26,10.256606987577845
2023-07-27,10.112936567712476
2023-07-28,10.136401975335602
2023-07-29,10.06872138219696
2023-07-30,10.143551932588625
2023-07-31,10.1306231587948
2023-08-01,10.06890754127841
2023-08-02,10.115935365037855
2023-08-03,10.100781811192858
2023-08-04,10.052071954747841
2023-08-05,10.057504823478917
2023-08-06,10.07921104751138
2023-08-07,10.040711664858057
2023-08-08,10.101401765795508
2023-08-09,10.203147178088132
2023-08-10,10.17532248447842
2023-08-11,10.006821677332125
2023-08-12,10.03807834910604
