date,price
2020-01-01,0.9818469907264622
2020-01-02,0.9726058008924008
2020-01-03,0.978826383556656
2020-01-04,0.98787714642571
2020-01-05,0.9701337426756221
2020-01-06,0.9811010361823272
2020-01-07,0.99868002674042
2020-01-08,0.9956359758022523
2020-01-09,1.0004055374300225
2020-01-10,1.0027315646284447
2020-01-11,1.0066311782430477
2020-01-12,0.9946082949190382
2020-01-13,1.0011028036381404
2020-01-14,0.9930822014257257
2020-01-15,1.003530723355194
2020-01-16,0.9971617186713293
2020-01-17,0.9961147216136393
2020-01-18,0.9926702410381791
2020-01-19,0.9908555390638011
2020-01-20,0.996875695797804
2020-01-21,0.9933925837295969
2020-01-22,0.9936940350326489
2020-01-23,0.9944358105287344
2020-01-24,1.0015289410530894
2020-01-25,0.9970788904190244
2020-01-26,0.9969064316551488
2020-01-27,1.003130551775534
2020-01-28,0.9985682257719072
2020-01-29,1.006833924532294
2020-01-30,0.9950014015342008
2020-01-31,0.9964017842515547
2020-02-01,0.9957237797993543
2020-02-02,0.9952900349470037
2020-02-03,0.9974633291392077
2020-02-04,0.9973003461706084
2020-02-05,1.002104738554442
2020-02-06,0.9950501206830759
2020-02-07,1.0028798373478325
2020-02-08,1.0054763464136693
2020-02-09,0.9981917093287868
2020-02-10,1.0028573170706314
2020-02-11,1.0002149214245852
2020-02-12,0.9970840129115716
2020-02-13,1.0012318652404082
2020-02-14,1.0016264036300981
2020-02-15,0.9983210322946459
2020-02-16,0.9913101288376103
2020-02-17,0.99461967445392
2020-02-18,1.0033610480322328
2020-02-19,0.9980721630528708
2020-02-20,0.9951789367526033
2020-02-21,0.9955517639844423
2020-02-22,0.99937911484284
2020-02-23,0.9982416017938769
2020-02-24,0.9996778157989938
2020-02-25,1.0016255128311655
2020-02-26,1.0016701197682019
2020-02-27,1.000658651642255
2020-02-28,1.0055549726342838
2020-02-29,1.0062604153398123
2020-03-01,1.0017612588415212
2020-03-02,1.0157610473297967
2020-03-03,1.0013303419976693
2020-03-04,1.0005239678898248
2020-03-05,1.0011585884975858
2020-03-06,1.0018665661856252
2020-03-07,1.0009370617587134
2020-03-08,1.0011100918922584
2020-03-09,0.999634001400076
2020-03-10,1.0133454590832365
2020-03-11,1.0035791583102287
2020-03-12,1.028993670663757
2020-03-13,1.0585118673161018
2020-03-14,1.0221261501217984
2020-03-15,1.0338959489599941
2020-03-16,1.0360321010623947
2020-03-17,1.0425820781716553
2020-03-18,1.0211502331022064
2020-03-19,1.0197913375907521
2020-03-20,1.0216763101118604
2020-03-21,1.0270024382553724
2020-03-22,1.0158880378233444
2020-03-23,1.0230456487018709
2020-03-24,1.0345524436413382
2020-03-25,1.0282594563087681
2020-03-26,1.0234829854420586
2020-03-27,1.022168142467542
2020-03-28,1.0158260627511206
2020-03-29,1.0232830596300926
2020-03-30,1.0288726162454438
2020-03-31,1.011618462830379
2020-04-01,1.0146732672736998
2020-04-02,1.0276849750534407
2020-04-03,1.0162269655553686
2020-04-04,1.01660695117564
2020-04-05,1.0077521233098292
2020-04-06,1.0141018257696253
2020-04-07,1.0132309738366407
2020-04-08,1.0355420371733384
2020-04-09,1.020983587133946
2020-04-10,1.0194914502089116
2020-04-11,1.0167789006981156
2020-04-12,1.0226139807441217
2020-04-13,1.0103706554038494
2020-04-14,1.0202875389667503
2020-04-15,1.0185738531728372
2020-04-16,1.0156976981885217
2020-04-17,1.0280919317711896
2020-04-18,1.018614741290811
2020-04-19,1.0183649932705614
2020-04-20,1.012430541962875
2020-04-21,1.0154811227756186
2020-04-22,1.0116988778440363
2020-04-23,1.0155935815041803
2020-04-24,1.0112255175327485
2020-04-25,1.0121260250483017
2020-04-26,1.0123060272360334
2020-04-27,1.0081031838112955
2020-04-28,1.0146647767899108
2020-04-29,1.0107295147449078
2020-04-30,1.008369227626776
2020-05-01,1.0157523359595033
2020-05-02,1.0171769742808863
2020-05-03,1.0130946479482006
2020-05-04,1.0080986160689491
2020-05-05,1.0053387446864221
2020-05-06,1.0060571636188487
2020-05-07,1.0028032485242824
2020-05-08,1.0030852896404625
2020-05-09,0.9987159952440999
2020-05-10,1.0031511900901189
2020-05-11,1.0057287271683313
2020-05-12,1.0065059511504812
2020-05-13,1.0054369334848092
2020-05-14,1.0088827751434393
2020-05-15,1.0039273598765939
2020-05-16,1.005172769515263
2020-05-17,1.007652988827324
2020-05-18,1.0082071085938946
2020-05-19,1.00265134562914
2020-05-20,1.0015936167589072
2020-05-21,1.0005800795789923
2020-05-22,0.999726619260153
2020-05-23,1.0029018984573848
2020-05-24,1.0012840751383834
2020-05-25,0.9940505392978102
2020-05-26,1.0011748713827286
2020-05-27,1.0026693011295278
2020-05-28,1.0029837796768515
2020-05-29,1.0022482706589981
2020-05-30,1.0016123911223818
2020-05-31,1.0010961763985426
2020-06-01,1.0010405386742005
2020-06-02,1.0093583943987412
2020-06-03,1.0034604494655768
2020-06-04,1.0016337334524368
2020-06-05,1.0019274271454799
2020-06-06,1.0008943218369382
2020-06-07,1.0011658355102497
2020-06-08,1.0028921890772797
2020-06-09,1.0013852658720932
2020-06-10,1.0027075095638978
2020-06-11,1.0028423637008657
2020-06-12,1.0035986953908858
2020-06-13,1.001101609344178
2020-06-14,1.0006031163064844
2020-06-15,1.0127586097459627
2020-06-16,1.0084836840919005
2020-06-17,1.0046452709852527
2020-06-18,1.0102215778648083
2020-06-19,1.0102030394731476
2020-06-20,1.0091863236019432
2020-06-21,1.0074889492753432
2020-06-22,1.0078753961707347
2020-06-23,1.0058424193367426
2020-06-24,1.006407293068207
